RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
2215,31428.7834,31471.61067,32746.66809,36159.56506,43466.20665
2214,31470.10418,31571.02068,32835.7484,36206.75091,43550.15927
2213,31524.6692,31651.78556,32932.45804,36284.84861,43617.6911
2212,31568.72697,31702.13849,32999.70465,36383.65073,43646.64959
2211,31588.11244,31729.07954,33042.46091,36484.52822,43654.82644
2210,31601.22992,31755.81912,33090.58967,36571.42876,43688.58329
2209,31642.11714,31805.97858,33156.8974,36640.33812,43772.28014
2208,31722.78339,31882.11305,33221.78412,36696.36986,43883.55633
2207,31819.90628,31961.05261,33261.23791,36743.94052,43984.27151
2206,31899.94434,32016.21279,33280.81902,36784.68857,44063.79023
2205,31950.74275,32045.32788,33313.44884,36824.10204,44140.95975
2204,31986.10228,32072.70721,33385.28001,36872.3958,44230.60243
2203,32027.15468,32123.83447,33489.14877,36933.19052,44323.10617
2202,32085.78075,32201.27642,33590.45765,36994.1043,44399.7446
2201,32160.26877,32286.24522,33654.71213,37035.34173,44457.34716
2200,32236.64298,32359.38021,33672.38714,37050.78079,44509.97622
2199,32294.63139,32416.34196,33666.33769,37059.27631,44570.14017
2198,32322.53195,32464.66931,33677.89041,37093.42672,44635.73853
2197,32330.83926,32509.55472,33737.29214,37175.9184,44695.99392
2196,32345.19518,32545.64262,33838.36861,37303.19422,44744.55007
2195,32380.9015,32564.63598,33941.55328,37446.60768,44782.70215
2194,32428.44175,32571.57917,34006.95912,37567.67996,44811.96317
2193,32469.15485,32590.04794,34028.19122,37638.16815,44829.92477
2192,32501.52625,32644.2348,34035.67321,37655.0852,44838.24425
2191,32544.397,32732.93873,34069.24136,37642.05796,44852.63916
2190,32613.59625,32826.54634,34147.18949,37634.49702,44896.881
2189,32701.73296,32896.00326,34255.83872,37657.27637,44980.42595
2188,32784.41337,32942.95942,34362.18174,37710.94102,45083.39785
2187,32842.57748,32994.69014,34436.9681,37777.02815,45169.67308
2186,32874.69222,33068.95088,34473.0493,37837.72867,45217.31527
2185,32890.03818,33151.30875,34488.04585,37892.44414,45234.46345
2184,32897.69886,33211.58031,34509.90808,37955.52113,45246.35336
2183,32905.612,33237.80413,34556.55527,38036.74737,45272.25384
2182,32925.32415,33247.8296,34625.88324,38125.1655,45316.89792
2181,32969.07146,33269.18419,34702.74913,38196.33817,45377.15375
2180,33038.63197,33313.53483,34773.89237,38238.35974,45448.37306
2179,33120.66128,33371.01817,34836.01505,38267.82748,45524.90996
2178,33197.45104,33423.23529,34891.3977,38314.85201,45602.27712
2177,33261.76234,33458.43669,34939.41007,38391.22892,45681.82571
2176,33318.51827,33478.51937,34976.17773,38476.75913,45767.92691
2175,33374.11214,33497.17435,35003.00251,38538.74831,45856.56295
2174,33430.03856,33531.26902,35029.99902,38562.95532,45931.77651
2173,33487.86388,33589.88055,35065.69,38564.26279,45981.3117
2172,33552.55567,33669.39036,35104.97495,38570.12286,46016.02789
2171,33623.06935,33759.2383,35135.90795,38597.23939,46066.86924
2170,33681.84628,33850.8449,35160.78606,38643.80291,46157.61888
2169,33703.5045,33938.3463,35200.53321,38700.29505,46281.10799
2168,33680.55047,34012.78384,35268.48926,38763.82449,46402.71159
2167,33638.66443,34063.46581,35345.54144,38839.43449,46484.87265
2166,33620.99061,34090.79587,35395.98403,38926.78743,46509.3896
2165,33653.76178,34114.66525,35411.57359,39008.5359,46485.24774
2164,33726.1589,34162.27573,35428.08134,39058.0869,46444.85427
2163,33803.35792,34243.8313,35488.91153,39063.61141,46431.18318
2162,33859.79997,34341.61308,35597.20942,39043.70687,46475.64164
2161,33901.70163,34423.5037,35711.55646,39035.90187,46576.98311
2160,33958.42075,34465.78963,35785.6192,39068.34547,46700.56992
2159,34050.57435,34465.82002,35805.05539,39142.7469,46802.93283
2158,34164.58755,34441.43455,35790.26343,39242.12685,46861.10999
2157,34259.25973,34422.76882,35776.20353,39350.015,46882.71353
2156,34300.89899,34437.05112,35792.62248,39459.91317,46894.74916
2155,34294.52481,34489.81771,35851.42177,39568.89249,46925.90364
2154,34279.71505,34559.3025,35940.68656,39666.3781,46991.59928
2153,34294.35411,34616.2578,36031.54894,39732.9046,47083.28218
2152,34343.62629,34651.67716,36098.57921,39753.9448,47169.23809
2151,34405.66305,34679.9813,36136.71919,39738.09129,47215.65205
2150,34462.69627,34714.73286,36157.85062,39719.3098,47216.2225
2149,34517.28738,34751.00203,36174.11584,39733.96679,47200.01028
2148,34575.44211,34777.85427,36189.8187,39790.81001,47204.65381
2147,34625.09576,34799.59495,36207.81229,39865.20906,47241.73862
2146,34645.9427,34832.40693,36234.48645,39925.20191,47291.7827
2145,34640.94499,34881.73559,36272.41925,39960.55416,47331.59358
2144,34643.3754,34935.04791,36312.40258,39983.77312,47360.28373
2143,34681.69935,34980.14629,36341.13812,40007.90504,47395.77088
2142,34743.68035,35020.99774,36358.89877,40032.07456,47449.22954
2141,34787.91923,35069.60663,36383.89695,40049.1902,47506.64452
2140,34791.51477,35129.22,36433.40117,40058.93537,47535.87818
2139,34775.75144,35192.10244,36500.98996,40067.57237,47512.88041
2138,34780.38461,35247.50558,36557.57158,40079.96042,47444.96831
2137,34820.6602,35282.8265,36578.47628,40098.28399,47370.95894
2136,34876.29078,35282.30733,36568.4511,40125.51647,47335.81925
2135,34917.06629,35239.90618,36557.02754,40161.49934,47360.4029
2134,34930.74564,35178.18743,36569.42042,40194.57752,47433.19278
2133,34928.24121,35142.67845,36605.44831,40206.11604,47529.24612
2132,34931.10607,35165.22915,36648.31612,40190.90787,47632.97019
2131,34956.1649,35233.17316,36688.89876,40170.749,47740.49904
2130,35004.76672,35300.78422,36733.70278,40180.38512,47845.71031
2129,35061.47243,35331.54729,36787.58016,40236.77342,47933.96288
2128,35106.00362,35326.14917,36836.19107,40323.84938,47993.72923
2127,35130.29577,35312.28078,36854.51388,40408.07473,48029.82909
2126,35142.49963,35315.83088,36834.44669,40466.41134,48059.68085
2125,35152.80065,35345.07722,36798.8055,40498.43874,48096.42617
2124,35159.31504,35395.12164,36782.9058,40516.01949,48137.71697
2123,35152.26361,35457.13029,36801.44153,40527.46628,48169.45242
2122,35129.26139,35520.31335,36835.01957,40532.54171,48177.49429
2121,35100.15483,35570.67749,36850.31619,40527.53819,48157.79534
2120,35076.41509,35595.69425,36833.89804,40510.91388,48121.64511
2119,35061.74858,35594.06811,36806.58616,40486.26217,48093.73686
2118,35056.10106,35579.40707,36804.09993,40464.75928,48099.40808
2117,35063.98314,35569.83274,36842.26031,40463.67042,48145.46437
2116,35092.31973,35571.05474,36900.7959,40494.27279,48210.95214
2115,35139.2459,35571.32494,36942.24339,40545.57375,48260.5696
2114,35188.58106,35556.96317,36946.91383,40584.99531,48271.64788
2113,35218.03333,35533.07176,36928.37144,40585.79441,48250.10004
2112,35214.13323,35523.70745,36915.88563,40557.40933,48221.73121
2111,35181.85344,35546.75848,36926.31193,40541.97601,48210.56023
2110,35142.88298,35590.2673,36955.52516,40574.19443,48225.67912
2109,35123.79614,35619.54371,36992.01406,40646.92274,48263.90866
2108,35140.23048,35610.65277,37029.89688,40721.96401,48318.04154
2107,35186.83212,35574.58239,37066.20028,40772.18636,48380.2331
2106,35241.31468,35545.97007,37092.19068,40803.27325,48441.65995
2105,35280.60069,35549.5761,37095.32807,40831.1468,48494.11758
2104,35295.62989,35580.20931,37071.76945,40849.34563,48532.8203
2103,35292.88957,35613.69493,37035.28988,40832.67216,48555.73546
2102,35284.83555,35632.44342,37012.84136,40773.3187,48560.62034
2101,35281.06876,35637.75305,37028.72832,40700.68859,48546.06401
2100,35286.26117,35639.79397,37085.98469,40656.55939,48516.94196
2099,35300.10197,35640.57226,37157.08263,40655.26288,48485.97305
2098,35315.30882,35630.17359,37196.41536,40676.52797,48466.53763
2097,35318.85323,35600.19076,37173.26903,40694.51819,48464.42555
2096,35301.40324,35558.29076,37099.65905,40702.16757,48478.58845
2095,35267.57622,35525.16541,37022.37227,40703.86204,48507.60665
2094,35233.84293,35514.60391,36981.27568,40697.10254,48549.07887
2093,35214.10803,35519.21157,36975.07398,40675.26765,48590.34627
2092,35209.05298,35520.56467,36970.72312,40645.43345,48606.62936
2091,35211.03374,35513.05033,36943.68369,40628.0301,48578.60242
2090,35216.07327,35511.15407,36901.98498,40632.09155,48515.66647
2089,35225.91896,35529.4159,36870.449,40640.69341,48457.02698
2088,35238.12537,35560.62902,36861.09937,40631.66643,48442.82044
2087,35239.85046,35581.81911,36867.72676,40608.89199,48480.8944
2086,35217.24721,35581.04021,36885.22062,40601.86095,48541.64477
2085,35171.97864,35569.77593,36920.93015,40633.01739,48585.09848
2084,35125.47731,35564.82309,36979.77458,40694.16764,48593.19065
2083,35103.291,35563.87099,37044.24133,40756.90332,48578.38697
2082,35112.74369,35546.16708,37080.20903,40795.94437,48565.25361
2081,35135.06802,35496.54998,37067.15561,40796.41674,48565.93066
2080,35140.37057,35423.53805,37019.43884,40750.11691,48572.01344
2079,35112.40897,35352.58977,36973.79149,40661.8209,48566.87235
2078,35060.58795,35304.58084,36955.4993,40560.08879,48543.2891
2077,35008.96279,35281.11858,36957.97401,40486.68899,48508.64964
2076,34974.56601,35266.85482,36954.5472,40464.84173,48474.73299
2075,34956.21365,35243.60254,36927.21345,40481.81695,48445.39227
2074,34941.13303,35204.29983,36881.39687,40508.29648,48415.86502
2073,34918.11468,35156.30466,36833.50925,40529.58065,48382.61273
2072,34884.21919,35112.08224,36789.12402,40549.89825,48350.64521
2071,34844.47935,35077.44933,36739.67468,40570.27394,48329.79196
2070,34810.11569,35050.44884,36682.04324,40575.62506,48324.93556
2069,34794.68498,35030.4984,36634.66476,40549.89143,48330.93744
2068,34804.87079,35023.12235,36624.87179,40497.1741,48336.59469
2067,34831.72246,35031.42527,36657.84676,40439.85923,48333.5545
2066,34854.14717,35045.57828,36704.2098,40396.49534,48323.43947
2065,34855.27854,35047.42998,36724.0983,40366.22969,48317.84586
2064,34836.17557,35028.49562,36702.25908,40334.77485,48329.49158
2063,34812.6504,35000.52398,36656.35426,40291.0837,48360.0573
2062,34799.27012,34984.47161,36613.96715,40236.52608,48396.44878
2061,34796.91595,34988.2162,36587.47352,40181.10889,48421.38029
2060,34793.86357,34996.18392,36569.625,40134.34014,48427.58741
2059,34776.36316,34981.76259,36544.20887,40100.02734,48418.13471
2058,34738.58492,34930.84289,36496.98661,40077.88707,48392.17143
2057,34685.05931,34854.60037,36424.22766,40067.58831,48337.48276
2056,34625.20885,34779.91808,36339.40147,40068.62151,48246.0551
2055,34565.75915,34726.76674,36268.61915,40075.20242,48137.25062
2054,34509.01106,34694.33022,36230.01493,40073.9242,48055.50299
2053,34458.3535,34668.58647,36215.66033,40051.20297,48034.52043
2052,34421.96019,34641.08909,36199.98464,40005.35979,48061.8814
2051,34406.2453,34616.84433,36167.71875,39949.4639,48084.30685
2050,34405.43676,34603.23313,36126.93853,39899.69853,48052.98459
2049,34402.7663,34595.45535,36091.7323,39861.07208,47965.93118
2048,34385.57723,34577.65301,36060.69438,39825.7701,47868.04389
2047,34356.42451,34538.57453,36021.7943,39784.56957,47812.37638
2046,34324.95027,34482.91603,35974.6251,39737.79784,47820.01259
2045,34290.86141,34425.79633,35935.74402,39695.49433,47869.88143
2044,34242.00884,34377.85544,35917.96196,39669.09695,47919.18908
2043,34172.227,34337.28717,35911.75771,39662.48021,47933.20126
2042,34096.01495,34295.50476,35893.20218,39667.10795,47903.17448
2041,34039.17269,34249.05009,35846.92771,39664.28667,47843.82005
2040,34014.38298,34205.61764,35776.82947,39637.01567,47775.56413
2039,34009.40941,34178.11376,35698.11522,39585.97291,47707.20162
2038,33999.8836,34171.58516,35626.27281,39533.62671,47634.99065
2037,33970.47729,34175.56235,35573.01177,39506.49344,47559.09734
2036,33922.53842,34170.77713,35543.43689,39509.91318,47497.7621
2035,33865.69231,34144.78646,35530.38237,39522.8336,47477.98584
2034,33807.63388,34100.567,35514.81293,39518.86928,47507.45463
2033,33751.95274,34049.79431,35479.58368,39487.71908,47558.53732
2032,33700.22295,34000.33225,35425.7226,39432.3123,47586.40703
2031,33651.97128,33952.46862,35371.89741,39352.51093,47565.0098
2030,33604.38038,33904.6256,35334.44931,39245.39488,47503.02888
2029,33556.48691,33857.24388,35308.96934,39124.89472,47426.14264
2028,33514.61873,33809.99393,35275.22123,39028.49122,47351.62103
2027,33490.22032,33760.13708,35221.49949,38990.53558,47284.93264
2026,33489.04448,33707.65389,35160.59846,39008.44893,47233.00793
2025,33502.5919,33659.63928,35116.72863,39043.47042,47206.0967
2024,33511.71818,33624.78041,35096.25292,39056.67239,47201.86723
2023,33498.88133,33602.7398,35077.12195,39038.22536,47197.82633
2022,33457.12359,33581.82208,35032.89484,39000.50064,47170.60716
2021,33390.19422,33548.26629,34965.39646,38953.08319,47121.28141
2020,33308.39587,33496.7648,34905.96137,38894.74092,47072.28454
2019,33225.26196,33432.93693,34880.4894,38826.66282,47037.24099
2018,33154.24622,33369.08449,34878.11887,38761.38338,47002.4317
2017,33103.8868,33317.89128,34861.24226,38712.36105,46945.09004
2016,33074.52718,33284.97631,34806.12709,38679.1167,46865.81095
2015,33059.80553,33263.00741,34727.71804,38648.95198,46793.61233
2014,33050.54486,33235.67464,34662.43405,38613.84729,46756.49249
2013,33037.09759,33193.7075,34631.63622,38582.0379,46752.3597
2012,33011.26276,33148.22257,34625.97891,38569.76524,46753.12075
2011,32970.47789,33123.23202,34621.2788,38580.20626,46734.88769
2010,32920.64403,33131.22276,34601.86627,38591.26415,46699.46223
2009,32871.26244,33158.42871,34567.40611,38568.28136,46665.82891
2008,32826.03986,33177.81055,34524.39639,38494.43054,46645.10931
2007,32781.09873,33175.14179,34478.18344,38390.19882,46628.7269
2006,32734.76381,33157.81721,34432.9159,38299.07212,46602.23782
2005,32695.86279,33137.72596,34393.9127,38250.41105,46567.2896
2004,32676.82751,33111.28806,34366.25683,38237.07498,46544.57433
2003,32677.92404,33061.99533,34350.61732,38229.9403,46552.5282
2002,32682.94787,32982.34399,34340.74956,38209.44655,46585.63746
2001,32673.87332,32888.81378,34325.15576,38177.84166,46617.79673
2000,32648.21241,32811.9548,34292.64505,38144.96357,46626.8608
1999,32619.50946,32771.19353,34239.25733,38114.0727,46612.062
1998,32602.0077,32759.17682,34171.97795,38087.14004,46587.09181
1997,32597.61229,32749.79594,34105.79647,38075.20544,46562.53264
1996,32596.95278,32721.46039,34055.93308,38090.30813,46540.53975
1995,32588.6353,32674.47556,34030.77606,38124.57409,46522.92131
1994,32565.16611,32627.85988,34028.71118,38146.40287,46515.22061
1993,32523.72789,32599.74155,34038.31358,38126.47644,46519.60967
1992,32467.88004,32590.54917,34042.33859,38068.47198,46528.77986
1991,32411.15024,32585.38396,34027.13611,38009.88642,46530.72251
1990,32374.55275,32571.9281,33993.00254,37989.477,46516.85207
1989,32372.72249,32552.76658,33953.99117,38012.69329,46483.26911
1988,32397.61551,32537.25947,33922.82796,38047.47212,46429.36269
1987,32417.458,32523.6446,33895.34488,38052.41514,46361.67812
1986,32397.7837,32496.19014,33854.54138,38010.35088,46296.25249
1985,32328.98958,32444.33019,33793.23062,37938.40209,46247.70579
1984,32235.15515,32380.75201,33729.22743,37869.02039,46213.53858
1983,32155.18738,32332.83645,33692.27716,37822.3021,46177.01121
1982,32113.93814,32313.69563,33694.8868,37795.32548,46131.05739
1981,32108.99778,32306.36508,33719.53373,37775.0497,46093.29303
1980,32120.44057,32281.20441,33736.15179,37756.88595,46088.31252
1979,32128.41339,32227.32517,33729.35975,37747.1073,46116.24944
1978,32121.72898,32162.50872,33706.5787,37748.17229,46147.60667
1977,32096.40404,32112.37005,33683.0935,37747.47014,46151.96478
1976,32053.27659,32085.00598,33665.08749,37725.87621,46125.77629
1975,31998.02397,32069.416,33648.52729,37677.36377,46089.13802
1974,31938.75761,32055.34354,33629.79985,37616.07951,46062.91294
1973,31880.20962,32047.87177,33611.95566,37562.04307,46056.69951
1972,31822.37697,32059.29409,33599.41763,37522.69083,46073.85507
1971,31768.60582,32089.17052,33589.27251,37491.58862,46114.24893
1970,31733.90287,32117.06736,33570.61087,37462.86309,46165.96423
1969,31738.5508,32117.52319,33533.39352,37440.54437,46202.30557
1968,31787.03955,32081.86795,33477.73158,37431.2833,46197.96537
1967,31853.00058,32024.31313,33414.50179,37432.89162,46150.76256
1966,31890.95551,31967.24975,33357.76344,37436.15962,46084.32086
1965,31870.28966,31922.8856,33317.33861,37437.04052,46029.02143
1964,31801.57103,31890.26681,33297.37507,37440.45539,46002.59369
1963,31729.12164,31866.69108,33297.88715,37449.0476,46006.65204
1962,31695.2878,31855.10756,33313.6645,37452.98686,46033.03995
1961,31708.85824,31856.26219,33332.38456,37437.01193,46066.75077
1960,31744.32269,31857.18392,33339.3527,37397.30706,46086.09706
1959,31767.58687,31835.8558,33328.75881,37346.87191,46070.52953
1958,31761.40018,31782.73034,33309.1692,37303.28149,46016.12409
1957,31731.15678,31716.1102,33293.57482,37274.99303,45943.67626
1956,31694.77196,31671.01476,33282.9875,37260.92576,45887.20156
1955,31670.97026,31669.11505,33263.63655,37257.91821,45869.73758
1954,31671.96648,31698.68907,33223.45099,37262.72462,45886.52752
1953,31697.46265,31724.17262,33169.42187,37268.90672,45909.17683
1952,31730.75542,31715.84375,33124.95223,37269.75325,45906.66257
1951,31744.65585,31672.43117,33109.89363,37267.60431,45867.05555
1950,31719.00316,31618.76543,33125.62059,37274.96308,45804.98599
1949,31657.10025,31584.27955,33158.76244,37300.08725,45750.47389
1948,31585.29696,31582.4983,33193.86784,37332.42672,45727.5114
1947,31535.10025,31606.04137,33218.87542,37348.20525,45738.52701
1946,31523.65663,31635.5812,33223.13569,37332.91138,45767.05938
1945,31547.67887,31651.67068,33199.80399,37295.35989,45795.65344
1944,31591.10462,31642.26306,33154.69191,37257.42084,45821.28659
1943,31636.15833,31607.07527,33108.25129,37232.71,45852.40489
1942,31669.87578,31560.3124,33081.92013,37218.67544,45890.90381
1941,31685.60112,31526.86261,33080.90084,37206.98962,45919.74142
1940,31681.92677,31527.50358,33093.28011,37194.91748,45912.29082
1939,31660.70572,31561.27669,33106.83626,37183.99974,45856.40213
